id_zona,lat,lon,data_referencia,chuva_mm,temperatura_media,umidade_media,densidade_populacional,altitude_m,declividade_terreno,proximidade_curso_agua_km,tipo_solo,uso_solo,acessibilidade,atividade_sismica_recente,tipo_evento,ocorrencia_evento,risco_previsto,mes,estacao,regiao_brasil
Z_1087_NOR,-4.97339,-65.03703,2024-11-09,312.1,30.6,85.3,4826.0,274.2,5.5,13.3,organico,area_umida,media,0,inundação,1,MÉDIO,11,primavera,Norte_Amazonia
Z_1088_SUD,-19.83564,-44.50477,2024-08-19,312.2,28.5,25.77048583827799,3670.1,1277.8,7.6,11.6,argiloso,pastagem,alta,0,vendaval,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_1089_CEN,-23.55364,-47.97219,2024-10-13,145.8,34.9,47.3,499.3,875.4,4.6,16.2,arenoso,area_umida,media,0,inundação,0,BAIXO,10,primavera,CentroOeste_Cerrado_Pantanal
Z_1090_NOR,-11.45129,-43.13212,2023-01-08,43.8,28.3,26.2,316.3,262.8,18.1,13.5,arenoso,rural,media,2,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_1091_SUD,-18.01309,-46.21778,2023-11-28,108.7,26.6,54.3,360.7,974.7,17.5,18.4,argiloso,urbano,alta,0,vendaval,0,BAIXO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_1092_NOR,-8.73144,-49.62692,2023-04-17,241.4,31.0,75.9,734.9,135.5,13.2,4.6,argiloso,rural,baixa,0,inundação,0,MÉDIO,4,outono,Norte_Amazonia
Z_1093_CEN,-22.6894,-58.22477,2023-01-05,75.4,21.4,40.2,326.0,189.7,19.2,7.7,arenoso,pastagem,media,0,nenhum,0,MUITO BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_1094_SUD,-24.16814,-43.99836,2024-04-06,251.6,21.9,55.8,2265.5,2180.1,39.2,14.4,argiloso,rural,media,0,deslizamento,1,ALTO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_1095_NOR,-1.1297,-72.31152,2023-02-26,438.4,25.7,81.0,3877.3,194.0,9.1,59.9,arenoso,urbano,media,0,inundação,0,BAIXO,2,verao,Norte_Amazonia
Z_1096_SUD,-20.86283,-48.43936,2024-05-29,251.0,23.8,64.4,4697.0,937.7,47.1,6.9,argiloso,pastagem,alta,0,deslizamento,1,ALTO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_1097_SUL,-25.59369,-52.56744,2024-12-31,124.1,30.6,48.9,91.1,1624.2,27.2,27.1,organico,pastagem,media,0,nenhum,0,MUITO BAIXO,12,verao,Sul_Campos_Planalto
Z_1098_SUD,-20.11066,-44.81145,2023-02-03,259.7,15.1,76.8,4644.3,1573.4,30.0,9.5,rochoso,rural,media,0,deslizamento,0,BAIXO,2,verao,Sudeste_Montanhoso_Litoraneo
Z_1099_NOR,-5.13082,-71.18931,2023-05-14,313.9,24.7,75.8,2507.0,246.3,4.2,61.1,arenoso,rural,baixa,0,vendaval,0,BAIXO,5,outono,Norte_Amazonia
Z_1100_NOR,-6.87106,-41.51686,2024-08-28,3.4,34.3,10.0,318.4,909.3,7.8,9.6,argiloso_seco,pastagem,baixa,0,incêndio,0,BAIXO,8,inverno,Nordeste_Sertao
Z_1101_CEN,-13.15086,-56.39494,2023-07-28,23.2,22.4,47.19735361115355,326.1,1060.5,17.1,11.5,arenoso,pastagem,media,0,seca,0,BAIXO,7,inverno,CentroOeste_Cerrado_Pantanal
Z_1102_NOR,2.56613,-64.5746,2024-08-18,346.0,37.3,83.1,601.1,218.2,6.3,55.0,argiloso,floresta,baixa,0,vendaval,0,BAIXO,8,inverno,Norte_Amazonia
Z_1103_NOR,-8.66244,-68.95871,2024-12-07,407.1,27.0,96.1,1488.1,415.2,3.4,2.5,arenoso,floresta,baixa,0,inundação,1,MÉDIO,12,verao,Norte_Amazonia
Z_1104_NOR,-10.17213,-44.77773,2023-11-15,53.6,29.0,49.8,254.1,644.5,14.7,29.8,rochoso,pastagem,alta,0,incêndio,0,BAIXO,11,primavera,Nordeste_Sertao
Z_1105_NOR,-7.20779,-62.71708,2023-09-20,375.2,29.1,74.6,4592.8,210.5,9.0,59.3,argiloso,urbano,alta,0,vendaval,0,BAIXO,9,primavera,Norte_Amazonia
Z_1106_NOR,-3.95697,-43.78917,2024-08-07,3.6,25.3,41.74298367556621,149.1,470.6,2.5,23.9,arenoso,rural,baixa,0,incêndio,0,BAIXO,8,inverno,Nordeste_Sertao
Z_1107_NOR,4.1745,-55.08675,2023-07-05,348.7,27.5,72.9,2592.6,163.0,7.8,24.8,argiloso,rural,baixa,0,vendaval,1,MÉDIO,7,inverno,Norte_Amazonia
Z_1108_SUD,-18.46195,-45.30444,2023-10-02,306.3,21.7,89.0,2343.7,2546.0,35.3,5.1,organico,pastagem,media,0,nenhum,0,MUITO BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_1109_SUL,-26.51557,-56.3351,2024-06-05,203.1,31.6,39.67891513090175,2550.3,145.8,0.7,20.5,organico,urbano,media,0,nenhum,0,MUITO BAIXO,6,inverno,Sul_Campos_Planalto
Z_1110_SUD,-23.86291,-46.8617,2023-08-09,130.3,17.9,52.71225661322315,1659.2,1729.9,59.6,17.4,rochoso,pastagem,alta,0,nenhum,0,MUITO BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_1111_NOR,-8.72413,-48.66377,2023-12-16,433.9,30.6,83.1,4407.5,333.4,19.7,16.9,argiloso,rural,media,0,inundação,0,BAIXO,12,verao,Norte_Amazonia
Z_1112_NOR,-2.51092,-49.23023,2024-05-30,216.3,32.8,73.6,3025.1,226.5,4.7,55.1,organico,area_umida,baixa,0,inundação,0,MÉDIO,5,outono,Norte_Amazonia
Z_1113_SUD,-21.16887,-40.31838,2024-04-05,128.8,30.3,51.7,1975.9,1949.5,19.8,11.8,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_1114_NOR,-3.01634,-39.53986,2024-03-26,35.6,32.8,61.8,469.1,979.6,1.0,17.0,argiloso_seco,pastagem,baixa,0,nenhum,0,MUITO BAIXO,3,outono,Nordeste_Sertao
Z_1115_SUD,-20.73178,-44.50666,2024-07-16,93.4,33.8,41.82364337207783,4579.0,640.5,26.3,28.6,rochoso,floresta,baixa,0,deslizamento,0,BAIXO,7,inverno,Sudeste_Montanhoso_Litoraneo
Z_1116_NOR,3.74651,-65.04032,2024-07-31,185.4,35.5,84.6,1854.2,85.3,6.7,72.2,argiloso,area_umida,baixa,0,inundação,0,BAIXO,7,inverno,Norte_Amazonia
Z_1117_NOR,0.39619,-49.19788,2023-05-19,239.4,23.2,88.1,2975.5,238.2,3.2,14.1,organico,rural,media,0,nenhum,0,MUITO BAIXO,5,outono,Norte_Amazonia
Z_1118_CEN,-15.78944,-52.37102,2024-04-09,121.2,35.5,80.4,48.8,151.3,3.9,6.3,latossolo,area_umida,baixa,0,inundação,0,BAIXO,4,outono,CentroOeste_Cerrado_Pantanal
Z_1119_SUD,-23.68594,-45.65138,2024-10-22,183.1,25.7,81.8,1613.5,137.6,23.8,5.3,argiloso,floresta,baixa,0,deslizamento,0,BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_1120_SUL,-28.56203,-54.39821,2023-08-06,172.5,30.2,59.376903490091514,3692.0,1616.9,19.5,8.4,arenoso_argiloso,rural,alta,0,nenhum,0,MUITO BAIXO,8,inverno,Sul_Campos_Planalto
Z_1121_NOR,1.10718,-67.55029,2024-11-23,346.1,32.0,77.3,2481.8,366.4,17.3,22.2,organico,urbano,media,0,inundação,0,BAIXO,11,primavera,Norte_Amazonia
Z_1122_SUD,-24.31124,-43.41353,2024-10-21,109.3,24.3,90.5,1122.0,1665.8,26.5,24.4,organico,floresta,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_1123_SUL,-28.98862,-53.81156,2023-04-24,92.9,9.7,41.6,1033.8,1784.2,9.4,12.6,organico,floresta,baixa,0,nenhum,0,MUITO BAIXO,4,outono,Sul_Campos_Planalto
Z_1124_SUD,-24.3514,-46.11146,2023-11-22,266.4,34.4,53.1,1675.5,2630.2,51.9,21.7,rochoso,pastagem,media,0,deslizamento,0,BAIXO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_1125_NOR,3.45296,-66.30887,2023-05-16,361.8,24.1,75.8,767.3,40.2,16.4,4.0,arenoso,floresta,baixa,0,nenhum,0,MUITO BAIXO,5,outono,Norte_Amazonia
Z_1126_CEN,-20.69323,-60.85191,2024-08-27,25.9,21.3,21.31861376426587,484.5,160.5,7.5,14.5,latossolo,area_umida,media,0,seca,0,BAIXO,8,inverno,CentroOeste_Cerrado_Pantanal
Z_1127_CEN,-6.58873,-47.39588,2023-11-24,130.3,25.6,75.4,210.5,163.7,14.3,11.7,arenoso,area_umida,baixa,0,inundação,0,BAIXO,11,primavera,CentroOeste_Cerrado_Pantanal
Z_1128_SUD,-21.27806,-40.86226,2023-03-03,301.8,29.9,58.9,2216.3,1819.3,14.4,17.1,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_1129_NOR,-6.50246,-57.00034,2024-01-30,207.9,36.5,92.5,2533.3,38.3,17.2,61.0,organico,floresta,media,0,vendaval,0,BAIXO,1,verao,Norte_Amazonia
Z_1130_SUD,-23.09361,-43.83964,2023-05-20,114.7,18.7,84.5,3085.1,1795.2,14.3,17.7,argiloso,rural,baixa,0,inundação,0,BAIXO,5,outono,Sudeste_Montanhoso_Litoraneo
Z_1131_SUD,-23.27182,-46.37101,2024-10-24,333.3,34.5,86.5,3914.7,1881.0,39.2,28.9,organico,urbano,alta,0,deslizamento,1,ALTO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_1132_NOR,-12.7477,-43.18128,2023-09-07,75.7,28.4,64.7,188.2,647.0,17.8,5.5,argiloso_seco,pastagem,alta,0,incêndio,0,BAIXO,9,primavera,Nordeste_Sertao
Z_1133_CEN,-10.04181,-60.2949,2024-03-09,130.4,32.3,36.3,396.9,1176.4,18.8,5.5,arenoso,floresta,media,0,seca,0,BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_1134_NOR,-2.81092,-43.19041,2023-01-21,62.9,28.0,42.3,94.9,805.4,24.5,14.1,argiloso_seco,pastagem,alta,0,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_1135_SUD,-19.55941,-41.32515,2024-06-11,267.5,26.8,42.089400294836366,383.1,2321.4,40.4,27.2,rochoso,urbano,media,1,vendaval,0,BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_1136_NOR,-0.50656,-72.87448,2023-01-11,188.3,34.7,91.1,776.6,197.5,5.5,76.6,organico,area_umida,baixa,0,inundação,1,MÉDIO,1,verao,Norte_Amazonia
Z_1137_CEN,-10.44674,-59.96961,2024-03-01,108.0,19.9,75.7,270.7,187.4,23.4,1.1,latossolo,pastagem,baixa,0,seca,0,BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_1138_SUL,-32.04049,-50.43356,2024-07-25,201.6,21.1,37.873451603520685,1974.7,1013.4,19.1,7.3,organico,floresta,baixa,0,seca,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_1139_SUD,-23.98109,-40.44094,2024-12-14,133.0,30.6,51.4,4453.3,1885.8,28.4,9.9,rochoso,urbano,alta,0,nenhum,0,MUITO BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_1140_NOR,-1.15843,-57.29427,2023-12-09,372.9,32.0,95.5,948.1,389.3,3.4,33.0,argiloso,floresta,media,0,inundação,0,BAIXO,12,verao,Norte_Amazonia
Z_1141_SUD,-18.46478,-46.75722,2023-03-07,84.9,20.6,81.4,4448.6,682.1,39.5,2.4,organico,floresta,baixa,0,nenhum,0,MUITO BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_1142_CEN,-20.27517,-51.33482,2023-01-01,52.0,23.9,30.3,302.4,988.0,19.0,5.4,arenoso,area_umida,media,0,nenhum,0,MUITO BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_1143_NOR,-13.81143,-43.56793,2023-09-01,70.1,25.7,58.7,496.0,182.2,29.1,26.9,argiloso_seco,rural,alta,0,seca,0,BAIXO,9,primavera,Nordeste_Sertao
Z_1144_SUD,-20.29988,-40.32545,2024-09-05,100.6,15.5,72.3,2673.4,307.6,53.4,10.7,argiloso,rural,baixa,0,deslizamento,0,BAIXO,9,primavera,Sudeste_Montanhoso_Litoraneo
Z_1145_SUD,-23.99613,-46.82481,2023-12-02,82.3,34.3,81.3,3507.4,2160.0,15.4,28.8,argiloso,urbano,media,0,nenhum,0,MUITO BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_1146_NOR,-17.21299,-45.8654,2023-05-03,8.9,23.0,23.8,278.9,611.3,9.9,28.1,arenoso,rural,alta,0,incêndio,0,BAIXO,5,outono,Nordeste_Sertao
Z_1147_NOR,-6.72211,-70.22703,2024-07-10,180.8,32.3,83.9,3535.5,269.9,8.4,50.2,arenoso,floresta,baixa,0,nenhum,0,MUITO BAIXO,7,inverno,Norte_Amazonia
Z_1148_CEN,-15.16225,-46.78761,2023-06-13,0.9,20.6,50.76585319758192,485.3,664.5,13.7,28.4,argiloso,floresta,media,0,incêndio,0,BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_1149_NOR,-2.20662,-39.73806,2024-07-31,2.7,41.3,37.17537163022031,188.9,846.6,23.6,25.6,arenoso,rural,alta,1,incêndio,0,MÉDIO,7,inverno,Nordeste_Sertao
Z_1150_NOR,-2.14019,-54.15198,2023-02-05,291.6,35.4,98.3,1426.4,360.7,0.9,0.8,arenoso,rural,baixa,0,inundação,1,ALTO,2,verao,Norte_Amazonia
Z_1151_SUL,-25.0553,-53.63904,2023-07-18,188.3,5.9,65.45863621743439,455.3,1153.4,3.6,19.7,arenoso_argiloso,rural,alta,0,nenhum,0,MUITO BAIXO,7,inverno,Sul_Campos_Planalto
Z_1152_CEN,-20.9703,-50.75878,2023-01-15,125.1,18.5,34.7,25.6,687.4,0.1,6.2,latossolo,pastagem,baixa,0,inundação,0,BAIXO,1,verao,CentroOeste_Cerrado_Pantanal
Z_1153_SUL,-22.66314,-51.12644,2024-04-13,95.4,10.3,62.2,1173.5,869.8,26.2,7.0,argiloso,urbano,alta,0,seca,0,BAIXO,4,outono,Sul_Campos_Planalto
Z_1154_NOR,3.6937,-69.04105,2023-07-26,394.0,31.6,73.2,1821.7,272.8,2.9,37.6,argiloso,rural,baixa,0,vendaval,0,BAIXO,7,inverno,Norte_Amazonia
Z_1155_SUL,-31.59906,-51.4855,2023-05-14,126.4,19.7,78.0,2688.5,124.9,1.0,20.6,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,5,outono,Sul_Campos_Planalto
Z_1156_NOR,-4.63883,-63.57716,2023-10-22,192.6,33.8,83.3,2303.7,340.4,4.8,60.8,arenoso,floresta,baixa,1,inundação,0,BAIXO,10,primavera,Norte_Amazonia
Z_1157_NOR,-6.24922,-39.99551,2023-12-28,8.8,25.4,31.4,61.8,712.6,11.0,19.6,argiloso_seco,rural,alta,0,nenhum,0,MUITO BAIXO,12,verao,Nordeste_Sertao
Z_1158_CEN,-9.05041,-51.73665,2023-06-23,30.4,22.5,31.930934089008076,246.4,1085.6,14.8,23.0,arenoso,floresta,baixa,0,incêndio,0,BAIXO,6,inverno,CentroOeste_Cerrado_Pantanal
Z_1159_SUL,-33.20234,-53.30763,2024-08-13,85.2,12.1,12.965849396074802,844.8,1122.8,6.7,3.5,arenoso_argiloso,rural,baixa,0,nenhum,0,MUITO BAIXO,8,inverno,Sul_Campos_Planalto
Z_1160_SUD,-18.12404,-43.50069,2023-11-19,272.9,23.6,92.6,4761.0,1555.4,57.6,14.5,rochoso,rural,media,0,deslizamento,0,BAIXO,11,primavera,Sudeste_Montanhoso_Litoraneo
Z_1161_SUL,-27.79476,-57.78979,2024-06-07,194.7,10.3,62.18491033991229,1415.9,66.7,13.7,3.4,argiloso,pastagem,media,0,inundação,0,BAIXO,6,inverno,Sul_Campos_Planalto
Z_1162_SUD,-20.28661,-44.49238,2024-06-16,96.1,28.0,46.687559948306195,480.4,2403.1,16.2,8.2,rochoso,rural,baixa,0,deslizamento,0,BAIXO,6,inverno,Sudeste_Montanhoso_Litoraneo
Z_1163_NOR,-2.89593,-38.18143,2024-10-16,19.1,40.9,67.9,62.7,921.7,25.8,24.4,argiloso_seco,rural,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Nordeste_Sertao
Z_1164_NOR,-9.27953,-50.57498,2023-03-17,326.5,24.2,74.0,524.3,286.9,0.8,33.3,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Norte_Amazonia
Z_1165_NOR,-8.26296,-68.33698,2023-02-11,171.8,35.5,82.4,1007.1,218.7,14.1,78.8,arenoso,rural,media,1,inundação,0,BAIXO,2,verao,Norte_Amazonia
Z_1166_SUD,-18.5819,-48.17667,2023-03-25,132.7,23.1,92.6,1891.8,20.0,10.0,20.6,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,3,outono,Sudeste_Montanhoso_Litoraneo
Z_1167_SUL,-32.82738,-54.00798,2024-12-23,189.8,18.3,66.3,4043.0,1336.5,10.2,6.4,arenoso_argiloso,pastagem,media,0,inundação,0,BAIXO,12,verao,Sul_Campos_Planalto
Z_1168_NOR,-3.951,-61.60996,2024-12-06,221.3,29.0,79.5,3366.7,54.4,13.8,56.6,organico,urbano,alta,0,inundação,0,MÉDIO,12,verao,Norte_Amazonia
Z_1169_SUL,-29.71464,-56.08675,2024-07-07,133.4,7.4,61.992383518324445,2586.6,1532.2,5.9,23.1,argiloso,urbano,alta,0,inundação,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_1170_NOR,-2.83356,-68.76504,2023-01-29,306.8,33.6,70.4,4073.9,449.9,9.6,10.5,argiloso,area_umida,baixa,0,inundação,0,MÉDIO,1,verao,Norte_Amazonia
Z_1171_CEN,-23.54658,-54.14044,2024-03-25,92.4,30.6,76.5,398.7,1084.8,20.2,11.0,argiloso,floresta,baixa,0,inundação,0,BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_1172_NOR,-6.6215,-38.00193,2024-02-09,51.9,41.8,68.3,266.9,984.8,28.4,27.1,rochoso,rural,baixa,0,incêndio,0,BAIXO,2,verao,Nordeste_Sertao
Z_1173_NOR,-7.48815,-43.91946,2023-06-26,21.9,38.3,34.384118146324404,458.3,730.9,15.1,26.2,rochoso,pastagem,media,0,incêndio,1,MÉDIO,6,inverno,Nordeste_Sertao
Z_1174_CEN,-14.51183,-47.87364,2024-02-09,59.4,20.6,73.9,52.8,861.5,18.6,16.4,latossolo,rural,baixa,0,seca,0,BAIXO,2,verao,CentroOeste_Cerrado_Pantanal
Z_1175_NOR,-8.11389,-69.61915,2023-10-13,248.6,24.1,85.3,3047.9,388.7,17.1,51.0,arenoso,area_umida,baixa,0,nenhum,0,MUITO BAIXO,10,primavera,Norte_Amazonia
Z_1176_NOR,-9.30163,-37.53035,2024-04-08,71.7,40.4,54.6,266.2,302.2,27.3,11.9,rochoso,rural,alta,0,nenhum,0,MUITO BAIXO,4,outono,Nordeste_Sertao
Z_1177_CEN,-17.67022,-58.83087,2023-11-22,194.9,29.3,62.7,166.3,705.4,13.2,24.3,latossolo,area_umida,alta,0,inundação,0,MÉDIO,11,primavera,CentroOeste_Cerrado_Pantanal
Z_1178_NOR,4.87798,-57.94603,2023-09-23,211.0,23.4,94.1,3889.3,235.3,6.4,8.8,argiloso,floresta,baixa,1,incêndio,0,BAIXO,9,primavera,Norte_Amazonia
Z_1179_NOR,1.91285,-49.57604,2023-01-01,384.1,25.3,99.9,510.0,287.1,17.2,64.2,arenoso,rural,baixa,0,incêndio,0,BAIXO,1,verao,Norte_Amazonia
Z_1180_NOR,-13.64194,-38.06703,2023-09-21,23.1,41.0,38.3,146.8,939.8,4.6,18.3,rochoso,pastagem,alta,0,incêndio,1,MÉDIO,9,primavera,Nordeste_Sertao
Z_1181_NOR,-0.10385,-62.68516,2024-07-03,301.9,23.1,83.6,1199.4,246.9,6.2,24.6,argiloso,urbano,alta,0,incêndio,0,BAIXO,7,inverno,Norte_Amazonia
Z_1182_SUD,-21.96445,-46.43517,2024-10-19,175.9,28.1,79.3,1910.5,1396.2,56.3,25.3,rochoso,pastagem,media,0,vendaval,0,BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_1183_CEN,-21.0037,-50.11565,2023-03-10,189.4,29.1,55.9,194.3,473.0,15.3,19.5,arenoso,area_umida,baixa,1,seca,0,BAIXO,3,outono,CentroOeste_Cerrado_Pantanal
Z_1184_NOR,-15.31505,-39.01067,2023-01-31,46.3,33.1,23.8,226.2,945.0,22.6,3.5,arenoso,pastagem,baixa,0,nenhum,0,MUITO BAIXO,1,verao,Nordeste_Sertao
Z_1185_NOR,-4.80167,-54.34398,2024-06-22,206.3,37.8,87.7,1819.5,445.6,13.1,11.5,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,6,inverno,Norte_Amazonia
Z_1186_SUD,-19.45375,-44.73054,2023-04-24,219.3,33.0,64.1,4184.2,1230.0,23.1,0.4,argiloso,urbano,alta,0,vendaval,0,MÉDIO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_1187_CEN,-23.11697,-59.74071,2024-04-12,192.2,19.8,39.7,208.2,536.8,20.5,29.4,argiloso,rural,media,0,nenhum,0,MUITO BAIXO,4,outono,CentroOeste_Cerrado_Pantanal
Z_1188_NOR,1.68403,-50.23588,2024-05-29,372.4,25.0,74.6,3563.2,117.8,4.8,75.4,argiloso,rural,media,0,nenhum,0,MUITO BAIXO,5,outono,Norte_Amazonia
Z_1189_SUL,-26.06995,-53.03989,2023-10-13,85.0,16.9,87.8,2930.0,1764.8,33.5,7.8,organico,floresta,baixa,0,seca,1,BAIXO,10,primavera,Sul_Campos_Planalto
Z_1190_SUD,-24.53352,-49.36891,2024-10-13,124.8,31.3,73.9,134.2,1858.3,53.9,11.8,organico,rural,alta,1,inundação,0,BAIXO,10,primavera,Sudeste_Montanhoso_Litoraneo
Z_1191_NOR,-4.72382,-70.44186,2024-07-21,430.5,23.5,91.8,2139.6,343.5,7.4,78.3,organico,area_umida,baixa,0,inundação,0,MÉDIO,7,inverno,Norte_Amazonia
Z_1192_NOR,-4.46907,-45.91071,2024-07-06,8.3,29.5,26.926112567635244,105.7,830.3,9.1,28.4,argiloso_seco,rural,alta,0,nenhum,0,MUITO BAIXO,7,inverno,Nordeste_Sertao
Z_1193_NOR,-6.38631,-67.0128,2024-12-10,282.1,27.9,76.8,3980.5,429.0,17.4,71.1,organico,urbano,alta,0,nenhum,0,MUITO BAIXO,12,verao,Norte_Amazonia
Z_1194_NOR,-7.92743,-67.56997,2024-08-25,228.7,27.6,83.5,117.6,263.8,18.1,1.4,argiloso,floresta,baixa,0,vendaval,0,BAIXO,8,inverno,Norte_Amazonia
Z_1195_NOR,-5.36345,-67.01401,2023-03-25,333.6,36.1,99.1,3476.5,90.9,5.1,68.7,arenoso,area_umida,media,0,inundação,1,MÉDIO,3,outono,Norte_Amazonia
Z_1196_SUD,-23.03238,-49.19133,2023-04-24,257.8,33.7,63.6,2836.9,2060.4,20.4,17.7,rochoso,urbano,alta,0,vendaval,0,BAIXO,4,outono,Sudeste_Montanhoso_Litoraneo
Z_1197_NOR,0.62311,-49.90263,2024-06-26,291.6,32.1,80.9,4426.3,49.0,2.7,43.8,arenoso,area_umida,media,0,inundação,0,BAIXO,6,inverno,Norte_Amazonia
Z_1198_CEN,-16.96712,-55.5609,2023-12-16,95.9,23.6,45.2,290.2,295.2,1.5,28.6,latossolo,pastagem,media,1,seca,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_1199_SUL,-27.25025,-48.6062,2023-12-02,131.8,24.9,43.0,2626.0,290.0,23.9,19.2,organico,urbano,alta,0,vendaval,0,BAIXO,12,verao,Sul_Campos_Planalto
Z_1200_SUD,-20.15667,-47.77465,2023-12-01,169.0,28.5,69.6,850.0,1618.1,27.3,14.9,rochoso,floresta,media,0,vendaval,0,BAIXO,12,verao,Sudeste_Montanhoso_Litoraneo
Z_1201_SUL,-23.35465,-55.90794,2023-07-05,87.8,14.8,71.87034155486882,4612.7,945.9,17.1,19.6,arenoso_argiloso,pastagem,media,0,seca,0,BAIXO,7,inverno,Sul_Campos_Planalto
Z_1202_NOR,-14.89592,-40.85358,2023-07-11,0.7,25.4,28.68799894441083,313.0,414.3,29.7,22.7,rochoso,rural,media,0,nenhum,0,MUITO BAIXO,7,inverno,Nordeste_Sertao
Z_1203_CEN,-15.55115,-46.23919,2024-05-22,103.4,21.2,55.0,434.8,85.4,21.5,20.7,latossolo,pastagem,baixa,0,nenhum,0,MUITO BAIXO,5,outono,CentroOeste_Cerrado_Pantanal
Z_1204_CEN,-17.5818,-54.21657,2023-08-07,17.4,25.1,28.552445045663518,61.5,449.3,23.8,18.8,arenoso,floresta,baixa,0,incêndio,0,BAIXO,8,inverno,CentroOeste_Cerrado_Pantanal
Z_1205_SUL,-33.24842,-55.01168,2023-05-10,215.6,25.7,75.9,3214.1,125.1,37.9,13.0,organico,urbano,alta,1,deslizamento,1,ALTO,5,outono,Sul_Campos_Planalto
Z_1206_CEN,-12.84187,-58.60202,2023-12-30,110.3,30.8,30.1,242.6,230.8,18.7,10.1,latossolo,floresta,baixa,0,nenhum,0,MUITO BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
Z_1207_NOR,-2.84213,-50.87563,2024-09-24,198.3,24.2,89.6,4915.3,413.7,5.6,38.4,organico,rural,baixa,1,nenhum,0,MUITO BAIXO,9,primavera,Norte_Amazonia
Z_1208_NOR,2.73681,-58.73118,2024-11-12,159.9,30.4,98.0,4105.9,300.4,12.6,74.9,arenoso,rural,baixa,0,inundação,0,BAIXO,11,primavera,Norte_Amazonia
Z_1209_SUL,-30.64453,-49.88691,2023-07-18,75.7,6.1,21.258101891561708,2775.0,1786.8,22.7,14.8,argiloso,pastagem,media,0,nenhum,0,MUITO BAIXO,7,inverno,Sul_Campos_Planalto
Z_1210_SUD,-18.40364,-48.31604,2023-08-30,172.0,21.9,70.2517109630397,1904.3,235.2,53.8,28.0,organico,floresta,media,0,deslizamento,0,MÉDIO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_1211_SUL,-33.32108,-55.11518,2023-10-11,90.0,29.6,87.8,2029.6,1757.2,10.7,27.1,argiloso,urbano,alta,0,nenhum,0,MUITO BAIXO,10,primavera,Sul_Campos_Planalto
Z_1212_SUL,-26.11712,-49.00967,2024-11-18,139.0,6.9,63.7,1543.3,477.1,33.9,9.9,organico,floresta,baixa,0,seca,0,BAIXO,11,primavera,Sul_Campos_Planalto
Z_1213_SUD,-24.33688,-40.80822,2023-08-12,248.7,23.3,23.106265130592757,3316.6,2293.2,48.8,2.9,argiloso,pastagem,baixa,0,deslizamento,0,BAIXO,8,inverno,Sudeste_Montanhoso_Litoraneo
Z_1214_NOR,-1.7119,-67.54307,2023-03-23,235.7,29.5,81.3,1888.6,388.6,7.6,42.2,organico,floresta,media,0,nenhum,0,MUITO BAIXO,3,outono,Norte_Amazonia
Z_1215_CEN,-19.14709,-54.82383,2024-12-06,56.3,19.2,79.5,303.6,182.3,17.7,3.0,arenoso,pastagem,alta,0,seca,0,BAIXO,12,verao,CentroOeste_Cerrado_Pantanal
